Beras Premium,Beras Medium,Kedelai Biji Kering (Impor),Bawang Merah,Bawang Putih Bonggol,Cabai Merah Keriting,Cabai Rawit Merah,Daging Sapi Murni,Daging Ayam Ras,Telur Ayam Ras,Gula Konsumsi,Minyak Goreng Kemasan Sederhana,Tepung Terigu (Curah),Minyak Goreng Kemasan Premium,Minyak Goreng Curah,Jagung Tk Peternak,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Garam Halus Beryodium,Tepung Terigu Kemasan (non-curah)
15560,13510,12000,30080,40000,30830,43680,136580,36030,27790,18410,17920,10160,,16720,,33940,34270,39300,11640,12710
15640,13550,9600,32390,40520,31830,47300,136580,35890,27940,18340,18270,10320,,16900,,35230,35440,40680,11700,13130
15340,13460,9600,31530,38950,31600,50960,135910,36920,26890,17900,18380,10390,,16580,,37410,37800,41690,11930,13080
15550,13560,9600,32810,41520,29860,47870,135910,36940,28100,18400,18400,10190,,16980,,37410,35040,40790,11040,13070
15330,13300,9600,32390,40520,31730,48830,136580,36480,27790,18480,18340,10320,,16900,,37660,35040,40680,11040,13130
15330,13380,9600,32390,40520,32440,48830,136580,36480,27790,18480,18340,10320,,16900,,34430,35040,40680,11640,13130
15560,13680,9600,32810,40600,30530,47870,135910,35920,27760,18650,18400,10190,,17080,,34250,35830,40790,11350,13150
15460,13210,9600,32770,41830,28930,49300,137430,36110,28330,18580,18480,10240,,16730,,33540,33360,40000,11510,13290
15330,13380,9600,33110,41300,31130,48100,136580,36330,27790,18480,18340,10320,,16900,,37000,36470,40080,11640,13130
15330,13380,9600,33320,41300,30160,48830,138280,36780,27500,18490,18490,10320,,16980,,34570,35120,40070,11640,13130
15180,13210,9600,32390,41300,31830,49500,136580,36800,27500,18490,18340,10320,,16900,,35100,35710,40680,11640,13200
15330,13380,9600,32390,41300,32670,50180,135760,37090,27650,18560,18340,10160,,16980,,35150,35530,40680,11640,13200
15180,13210,9600,32250,41300,32670,50800,136580,37090,27500,18560,18340,10160,,16900,,34870,35130,40490,11640,13200
15030,13120,9600,31110,39120,32510,51260,136580,36810,26820,18330,18490,10320,,16980,,38010,36710,40790,11590,13070
15110,13210,9600,32670,40520,33390,50120,136580,38120,27500,18560,18420,10320,,16900,,35100,35530,40680,11640,13200
14910,13220,9600,32770,41830,36300,50080,134910,36730,27930,18790,18480,10240,,17230,,33080,33470,39170,11340,13080
